84881500207	1
84921481631	1
84928036615	1
84938634925	1
84941902939	1
84945218563	1
84946426476	1
84947435600	1
84947578023	1
84947751014	1
84947902705	1
84947906206	1
84947928123	1
84947940574	1
84947966847	1
84948185205	1
84948412880	1
84948965853	1
84949196401	1
84949463947	1
84949997684	1
84950257925	1
84950259943	1
84951286584	1
84951761487	1
84951769483	1
84951784975	1
84951786154	1
84951911001	1
84951931588	1
84951993497	1
84951999414	1
84952665424	1
84952899579	1
84952946706	1
84953211577	1
84954318564	1
84954349511	1
84954461696	1
84954473440	1
84954496624	1
84954539858	1
84954544716	1
84954555918	1
84954568626	1
84955592605	1
84955594634	1
84957544275	1
84957561510	1
84957569288	1
84957575955	1
84957584964	1
84957587835	1
84957590393	1
84957636446	1
84957639046	1
84957702858	1
84957714966	1
84957719200	1
84957990006	1
84958548609	1
84958739652	1
84959171446	1
84959318008	1
84959369734	1
84959378669	1
84959892862	1
84959922084	1
84960089379	1
84960325398	1
84960342897	1
84961119127	1
84961177750	1
84961186219	1
84961205077	1
84961206665	1
84961212131	1
84961213978	1
84961226628	1
84961393631	1
84961626557	1
84961845536	1
84962056786	1
84962094400	1
84962626372	1
84962822375	1
84962895467	1
84963649797	1
84963679974	1
84963682738	1
84963704883	1
84963720319	1
84963720394	1
84963753120	1
84963999531	1
84964056615	1
84964299695	1
84964317958	1
84964331171	1
84964335467	1
84964336314	1
84964344849	1
84964375058	1
84964381100	1
84964390965	1
84964475942	1
84964558157	1
84964647512	1
84965050340	1
84965069991	1
84966340012	1
84966355936	1
84966430862	1
84966440946	1
84966540106	1
84966659025	1
84966702144	1
84966704731	1
84968615895	1
84969776809	1
84969801274	1
84969871788	1
84969883804	1
84969902799	1
84969959934	1
84970015488	1
84970016237	1
84970976592	1
84971255122	1
84973096963	1
84973100699	1
84973125385	1
84973137714	1
84973151883	1
84973162630	1
84973163697	1
84973165083	1
84973376138	1
84973559165	1
84973565035	1
84973619407	1
84973623341	1
84973636746	1
84974817739	1
84974827442	1
84974844157	1
84974851235	1
84975118555	1
84975297645	1
84975744277	1
84975745504	1
84975783869	1
84976272662	1
84976274607	1
84976275088	1
84976283558	1
84976320464	1
84976323789	1
84976330770	1
84976335777	1
84976337409	1
84976351127	1
84976418048	1
84976483863	1
84976488747	1
84976492603	1
84976515724	1
84976560515	1
84977103556	1
84977140475	1
84978062417	1
84978115047	1
84978127772	1
84978128306	1
84978129498	1
84978138215	1
84978153450	1
84978159487	1
84978427329	1
84978646794	1
84978655873	1
84978717802	1
84978785826	1
84978861858	1
84978872924	1
84979234384	1
84979258366	1
84979266019	1
84979523767	1
84979530554	1
84979639630	1
84979742585	1
84981170180	1
84981207001	1
84981745163	1
84982107363	1
84982166630	1
84982267319	1
84982271358	1
84982278695	1
84982282617	1
84982286548	1
84982803338	1
84982861787	1
84982872261	1
84982950050	1
84983048233	1
84983391651	1
84983467178	1
84983479634	1
84983758351	1
84984670487	1
84984684848	1
84984806926	1
84984810417	1
84984813550	1
84984814959	1
84984829520	1
84984837259	1
84984837769	1
84984904250	1
84986213389	1
84986247410	1
84986290218	1
84986296872	1
84986321374	1
84986550207	1
84987622538	1
84988345782	1
84988358255	1
84988362903	1
84988418464	1
84988422838	1
84988579291	1
84988614845	1
84988643445	1
84988649858	1
84988667558	1
